tick,true_log_vol,true_vol,true_hypo,return,is_outlier,outlier_sigma,est_log_vol,est_vol,vol_std,est_hypo,weight_calm,weight_trend,weight_crisis,ess,min_weight,outlier_frac,learned_mu,learned_sigma,latency_us
0,-4.848982,0.007836,0,-0.00631977,0,0.0,-4.488652,0.012252,0.403717,0,0.5480,0.2539,0.1981,503.00,0.0000,0.0112,-5.0619,0.1188,203.30
1,-4.780111,0.008395,0,-0.01139026,0,0.0,-4.403443,0.013459,0.412168,0,0.5727,0.2546,0.1727,490.05,0.0000,0.0096,-5.0619,0.1188,39.40
2,-4.764836,0.008524,0,0.00334049,0,0.0,-4.515147,0.012099,0.418470,0,0.6518,0.2502,0.0979,442.02,0.0000,0.0162,-5.0619,0.1188,39.20
3,-4.713931,0.008969,0,-0.00403356,0,0.0,-4.619352,0.010787,0.400420,0,0.7111,0.2363,0.0526,400.31,0.0000,0.0122,-5.0619,0.1188,39.10
4,-4.784350,0.008360,0,-0.01701013,0,0.0,-4.388614,0.013456,0.372166,0,0.6687,0.2565,0.0748,418.23,0.0000,0.0119,-5.0619,0.1188,38.80
5,-4.829814,0.007988,0,0.00569619,0,0.0,-4.467354,0.012373,0.362668,0,0.7092,0.2471,0.0438,385.52,0.0000,0.0105,-5.0619,0.1188,62.60
6,-4.850455,0.007825,0,-0.00041183,0,0.0,-4.567310,0.011179,0.364461,0,0.7489,0.2217,0.0293,361.06,0.0000,0.0670,-5.0619,0.1188,55.00
7,-4.796534,0.008258,0,0.00377065,0,0.0,-4.653102,0.010207,0.358435,0,0.7842,0.1925,0.0233,340.53,0.0000,0.0115,-5.0619,0.1188,47.50
8,-4.809111,0.008155,0,-0.00592970,0,0.0,-4.693948,0.009745,0.345783,0,0.7958,0.1844,0.0198,325.06,0.0000,0.0082,-5.0619,0.1188,70.70
9,-4.794103,0.008278,0,0.00406617,0,0.0,-4.763301,0.009088,0.346265,0,0.8142,0.1715,0.0143,309.51,0.0000,0.0097,-5.0619,0.1188,58.20
10,-4.745782,0.008688,0,-0.00130155,0,0.0,-4.863587,0.008259,0.361543,0,0.8267,0.1597,0.0136,295.54,0.0000,0.0215,-5.0619,0.1188,49.10
11,-4.772764,0.008457,0,-0.00653697,0,0.0,-4.854424,0.008270,0.337821,0,0.8256,0.1562,0.0182,285.67,0.0000,0.0074,-5.0619,0.1188,68.90
12,-4.801128,0.008220,0,0.00203705,0,0.0,-4.941893,0.007605,0.349422,0,0.8320,0.1575,0.0105,271.24,0.0000,0.0140,-5.0619,0.1188,42.50
13,-4.793509,0.008283,0,0.00639794,0,0.0,-4.925214,0.007685,0.329830,0,0.8347,0.1505,0.0148,263.41,0.0000,0.0072,-5.0619,0.1188,39.10
14,-4.800795,0.008223,0,0.00647121,0,0.0,-4.915135,0.007741,0.319436,0,0.8429,0.1446,0.0124,255.73,0.0000,0.0070,-4.9775,0.0852,75.80
15,-4.886806,0.007545,0,0.00376440,0,0.0,-4.959194,0.007472,0.335946,0,0.8569,0.1259,0.0172,503.19,0.0000,0.0087,-4.9775,0.0852,38.10
16,-4.993146,0.006784,0,-0.00290530,0,0.0,-5.027360,0.006952,0.330788,0,0.8701,0.1145,0.0154,488.05,0.0000,0.0097,-4.9775,0.0852,60.10
17,-5.042331,0.006459,0,0.00744130,0,0.0,-4.974209,0.007280,0.309166,0,0.8767,0.1098,0.0135,484.13,0.0000,0.0071,-4.9775,0.0852,38.20
18,-5.048596,0.006418,0,-0.00200427,0,0.0,-5.045633,0.006774,0.310592,0,0.8888,0.1058,0.0054,466.92,0.0000,0.0124,-4.9775,0.0852,38.30
19,-4.991448,0.006796,0,-0.01456332,0,0.0,-4.774028,0.008869,0.296894,0,0.8101,0.1777,0.0122,488.33,0.0000,0.0164,-4.9775,0.0852,38.70
20,-4.894809,0.007485,0,-0.00046304,0,0.0,-4.843782,0.008282,0.303120,0,0.8271,0.1651,0.0078,478.98,0.0000,0.0476,-4.9775,0.0852,61.00
21,-4.996332,0.006763,0,-0.00608827,0,0.0,-4.859346,0.008139,0.299221,0,0.8344,0.1585,0.0071,468.91,0.0000,0.0072,-4.9775,0.0852,38.30
22,-5.130003,0.005917,0,0.00089629,0,0.0,-4.933002,0.007572,0.306284,0,0.8576,0.1358,0.0066,451.75,0.0000,0.0262,-4.9775,0.0852,38.10
23,-5.112286,0.006022,0,-0.00083559,0,0.0,-5.011858,0.007013,0.316423,0,0.8756,0.1187,0.0058,435.24,0.0000,0.0254,-4.9775,0.0852,38.30
24,-5.047492,0.006425,0,0.00101676,0,0.0,-5.096095,0.006473,0.333649,0,0.8757,0.1181,0.0063,420.32,0.0000,0.0202,-4.9775,0.0852,38.90
25,-5.031976,0.006526,0,0.01518056,0,0.0,-4.769600,0.008928,0.304145,0,0.8051,0.1732,0.0217,448.86,0.0000,0.0198,-4.9775,0.0852,38.20
26,-4.951962,0.007070,0,-0.00113263,0,0.0,-4.844424,0.008300,0.309524,0,0.8308,0.1556,0.0136,435.75,0.0000,0.0241,-4.9775,0.0852,38.50
27,-5.088484,0.006167,0,0.00244752,0,0.0,-4.913930,0.007729,0.308322,0,0.8545,0.1368,0.0087,418.42,0.0000,0.0120,-4.9775,0.0852,38.30
28,-5.056251,0.006369,0,0.00309724,0,0.0,-4.972974,0.007276,0.307438,0,0.8715,0.1211,0.0074,402.69,0.0000,0.0094,-4.9775,0.0852,38.30
29,-4.998642,0.006747,0,-0.00068019,0,0.0,-5.053153,0.006737,0.320973,0,0.8795,0.1136,0.0069,389.42,0.0000,0.0287,-4.9775,0.0852,38.50
30,-4.955795,0.007042,0,-0.00250485,0,0.0,-5.117603,0.006317,0.323433,0,0.8789,0.1154,0.0057,377.41,0.0000,0.0097,-4.9775,0.0852,38.30
31,-4.831695,0.007973,0,-0.00330061,0,0.0,-5.160877,0.006044,0.319638,0,0.8911,0.1009,0.0080,365.95,0.0000,0.0078,-4.9775,0.0852,60.30
32,-4.918358,0.007311,0,-0.00913623,0,0.0,-5.017239,0.006922,0.287555,0,0.8741,0.1172,0.0086,369.38,0.0000,0.0087,-4.9775,0.0852,38.50
33,-4.806149,0.008179,0,-0.00126641,0,0.0,-5.085041,0.006484,0.296922,0,0.8858,0.1083,0.0059,352.95,0.0000,0.0169,-4.9775,0.0852,38.60
34,-4.828200,0.008001,0,-0.00009945,0,0.0,-5.153577,0.006092,0.317002,0,0.8714,0.1178,0.0109,342.50,0.0000,0.1000,-4.9775,0.0852,74.10
35,-4.792928,0.008288,0,0.00606232,0,0.0,-5.118993,0.006272,0.298363,0,0.8816,0.1105,0.0079,335.11,0.0000,0.0066,-4.9775,0.0852,38.40
36,-4.767801,0.008499,0,0.00273137,0,0.0,-5.171223,0.005960,0.302888,0,0.8991,0.0894,0.0115,320.08,0.0000,0.0086,-4.9775,0.0852,38.70
37,-4.789117,0.008320,0,-0.00054657,0,0.0,-5.247389,0.005541,0.313523,0,0.9126,0.0759,0.0115,305.96,0.0000,0.0279,-4.9775,0.0852,38.60
38,-4.813434,0.008120,0,-0.00347213,0,0.0,-5.278090,0.005357,0.305080,0,0.9223,0.0693,0.0084,294.80,0.0000,0.0067,-4.9775,0.0852,38.40
39,-4.640810,0.009650,0,0.01995363,0,0.0,-4.666792,0.010405,0.422107,0,0.6243,0.2425,0.1333,239.29,0.0000,0.1089,-4.9907,0.1060,57.00
40,-4.624627,0.009807,0,0.00609911,0,0.0,-4.729826,0.009810,0.420005,0,0.7028,0.2201,0.0770,490.95,0.0000,0.0091,-4.9907,0.1060,60.80
41,-4.582790,0.010226,0,0.00834235,0,0.0,-4.723703,0.009747,0.394904,0,0.7503,0.1969,0.0528,469.53,0.0000,0.0080,-4.9907,0.1060,38.30
42,-4.626044,0.009793,0,0.00378366,0,0.0,-4.820592,0.008731,0.370845,0,0.8080,0.1624,0.0295,427.12,0.0000,0.0102,-4.9907,0.1060,38.30
43,-4.573822,0.010318,0,-0.00495130,0,0.0,-4.877346,0.008160,0.351060,0,0.8309,0.1509,0.0183,396.96,0.0000,0.0080,-4.9907,0.1060,38.50
44,-4.649320,0.009568,0,-0.00727207,0,0.0,-4.862718,0.008218,0.334009,0,0.8426,0.1406,0.0168,383.43,0.0000,0.0071,-4.9907,0.1060,39.20
45,-4.785318,0.008351,0,-0.00068443,0,0.0,-4.957492,0.007488,0.342024,0,0.8679,0.1164,0.0157,355.80,0.0000,0.0318,-4.9907,0.1060,38.60
46,-4.804635,0.008192,0,-0.01046355,0,0.0,-4.820408,0.008543,0.324195,0,0.8362,0.1365,0.0272,365.70,0.0000,0.0086,-4.9907,0.1060,38.60
47,-4.758929,0.008575,0,-0.01632571,0,0.0,-4.566117,0.011144,0.346042,0,0.7444,0.2006,0.0550,393.15,0.0000,0.0138,-4.9907,0.1060,38.50
48,-4.778697,0.008407,0,-0.00742627,0,0.0,-4.603829,0.010722,0.342298,0,0.7891,0.1733,0.0376,386.04,0.0000,0.0080,-4.9907,0.1060,38.50
49,-4.821552,0.008054,0,0.00616486,0,0.0,-4.655501,0.010118,0.330354,0,0.8141,0.1639,0.0221,367.53,0.0000,0.0081,-4.9907,0.1060,61.20
50,-4.718745,0.008926,0,0.00268411,0,0.0,-4.739822,0.009264,0.326132,0,0.8455,0.1416,0.0129,344.51,0.0000,0.0131,-4.9907,0.1060,39.00
51,-4.801019,0.008221,0,-0.00736811,0,0.0,-4.747081,0.009154,0.315555,0,0.8514,0.1371,0.0115,332.82,0.0000,0.0070,-4.9907,0.1060,38.80
52,-4.759404,0.008571,0,-0.00604672,0,0.0,-4.777832,0.008868,0.313951,0,0.8711,0.1172,0.0118,318.82,0.0000,0.0072,-4.9907,0.1060,38.70
53,-4.793801,0.008281,0,0.01042518,0,0.0,-4.711336,0.009450,0.303091,0,0.8694,0.1172,0.0134,318.63,0.0000,0.0073,-4.9907,0.1060,38.50
54,-4.693243,0.009157,0,0.00900640,0,0.0,-4.693852,0.009603,0.298964,0,0.8633,0.1277,0.0090,312.64,0.0000,0.0068,-4.9907,0.1060,39.20
55,-4.693620,0.009153,0,-0.02471146,0,0.0,-4.319342,0.014173,0.332380,0,0.6759,0.2754,0.0487,324.89,0.0000,0.0272,-4.9907,0.1060,38.90
56,-4.741971,0.008721,0,0.01440448,0,0.0,-4.283738,0.014747,0.341308,0,0.6698,0.2860,0.0441,325.79,0.0000,0.0082,-4.9907,0.1060,38.70
57,-4.707553,0.009027,0,0.00546676,0,0.0,-4.362370,0.013604,0.339220,0,0.7152,0.2517,0.0331,332.55,0.0000,0.0114,-4.9907,0.1060,75.80
58,-4.785831,0.008347,0,0.00349812,0,0.0,-4.449629,0.012443,0.338346,0,0.7585,0.2154,0.0261,326.88,0.0000,0.0144,-4.9907,0.1060,55.20
59,-4.743650,0.008707,0,-0.01223788,0,0.0,-4.416426,0.012802,0.326275,0,0.7629,0.2142,0.0229,322.90,0.0000,0.0076,-4.9907,0.1060,50.30
60,-4.775079,0.008437,0,-0.00801551,0,0.0,-4.455939,0.012283,0.322516,0,0.8057,0.1765,0.0178,313.41,0.0000,0.0078,-4.9907,0.1060,49.80
61,-4.746863,0.008679,0,0.00783016,0,0.0,-4.492738,0.011820,0.318867,0,0.8242,0.1596,0.0162,302.98,0.0000,0.0077,-4.9907,0.1060,49.70
62,-4.671565,0.009358,0,-0.00448334,0,0.0,-4.565294,0.010989,0.320303,0,0.8522,0.1376,0.0102,289.85,0.0000,0.0100,-4.9907,0.1060,43.90
63,-4.654577,0.009518,0,-0.00644416,0,0.0,-4.608390,0.010507,0.317159,0,0.8494,0.1417,0.0089,279.48,0.0000,0.0077,-4.9907,0.1060,60.20
64,-4.642677,0.009632,0,-0.00681875,0,0.0,-4.639716,0.010177,0.315298,0,0.8663,0.1203,0.0134,269.91,0.0000,0.0073,-4.9907,0.1060,78.00
65,-4.780336,0.008393,0,-0.01169837,0,0.0,-4.573433,0.010841,0.303291,0,0.8450,0.1354,0.0196,268.43,0.0000,0.0073,-4.9907,0.1060,41.30
66,-4.644315,0.009616,0,-0.00386112,0,0.0,-4.641710,0.010146,0.310604,0,0.8646,0.1247,0.0107,255.88,0.0000,0.0105,-4.9907,0.1060,58.80
67,-4.697191,0.009121,0,-0.00128692,0,0.0,-4.722363,0.009448,0.332858,0,0.8746,0.1090,0.0164,503.49,0.0000,0.0230,-4.9907,0.1060,46.50
68,-4.619995,0.009853,0,0.01003798,0,0.0,-4.675078,0.009815,0.307878,0,0.8785,0.1080,0.0135,499.62,0.0000,0.0070,-4.9907,0.1060,38.60
69,-4.586570,0.010188,0,-0.01001789,0,0.0,-4.643476,0.010094,0.296847,0,0.8768,0.1099,0.0133,494.73,0.0000,0.0068,-4.9907,0.1060,38.50
70,-4.579367,0.010261,0,0.01471959,0,0.0,-4.529691,0.011299,0.290472,0,0.8489,0.1317,0.0193,496.73,0.0000,0.0087,-4.9907,0.1060,38.20
71,-4.644410,0.009615,0,0.02073597,0,0.0,-4.337059,0.013835,0.312508,0,0.7599,0.1987,0.0414,483.92,0.0000,0.0126,-4.9907,0.1060,39.10
72,-4.721800,0.008899,0,0.00759927,0,0.0,-4.388937,0.013098,0.306484,0,0.8151,0.1628,0.0221,490.19,0.0000,0.0084,-4.9907,0.1060,60.60
73,-4.592854,0.010124,0,0.01559501,0,0.0,-4.332948,0.013846,0.304855,0,0.8222,0.1514,0.0264,484.15,0.0000,0.0078,-4.9907,0.1060,38.30
74,-4.587087,0.010182,0,0.00692128,0,0.0,-4.387272,0.013069,0.298736,0,0.8504,0.1304,0.0192,479.45,0.0000,0.0087,-4.9907,0.1060,38.30
75,-4.604866,0.010003,0,-0.00743707,0,0.0,-4.430575,0.012493,0.296798,0,0.8634,0.1184,0.0181,470.03,0.0000,0.0079,-4.9907,0.1060,38.20
76,-4.502942,0.011076,0,0.01525601,0,0.0,-4.365452,0.013326,0.293462,0,0.8490,0.1279,0.0231,466.34,0.0000,0.0076,-4.9907,0.1060,38.60
77,-4.622441,0.009829,0,-0.00509661,0,0.0,-4.428744,0.012507,0.294984,0,0.8778,0.1065,0.0157,453.20,0.0000,0.0099,-4.9907,0.1060,38.40
78,-4.668331,0.009388,0,-0.01343570,0,0.0,-4.391891,0.012961,0.290313,0,0.8663,0.1131,0.0207,447.32,0.0000,0.0070,-4.9907,0.1060,38.50
79,-4.597437,0.010078,0,0.01882646,0,0.0,-4.286874,0.014419,0.291719,0,0.8402,0.1354,0.0244,449.76,0.0000,0.0088,-4.9907,0.1060,38.50
80,-4.490173,0.011219,0,-0.00516653,0,0.0,-4.350648,0.013534,0.295032,0,0.8638,0.1123,0.0239,434.96,0.0000,0.0106,-4.9907,0.1060,38.60
81,-4.570221,0.010356,0,-0.00139111,0,0.0,-4.428247,0.012529,0.300384,0,0.8787,0.1056,0.0157,420.06,0.0000,0.0275,-4.9907,0.1060,38.80
82,-4.547645,0.010592,0,0.00609575,0,0.0,-4.482127,0.011853,0.299401,0,0.8836,0.1070,0.0095,408.28,0.0000,0.0083,-4.9907,0.1060,38.50
83,-4.545082,0.010619,0,0.01185427,0,0.0,-4.454682,0.012144,0.288348,0,0.8726,0.1176,0.0098,401.91,0.0000,0.0068,-4.9907,0.1060,38.40
84,-4.586684,0.010187,0,-0.01203011,0,0.0,-4.432478,0.012405,0.284117,0,0.8780,0.1089,0.0131,395.98,0.0000,0.0067,-4.9907,0.1060,38.40
85,-4.777681,0.008415,0,-0.01564027,0,0.0,-4.367110,0.013230,0.278335,0,0.8739,0.1151,0.0110,395.91,0.0000,0.0074,-4.9907,0.1060,60.30
86,-4.728648,0.008838,0,-0.00343592,0,0.0,-4.434436,0.012385,0.285315,0,0.8867,0.1050,0.0083,381.83,0.0000,0.0131,-4.9907,0.1060,39.10
87,-4.837873,0.007924,0,-0.00855693,0,0.0,-4.460388,0.012061,0.284495,0,0.8929,0.0985,0.0087,371.70,0.0000,0.0069,-4.9907,0.1060,38.60
88,-4.857079,0.007773,0,-0.00595951,0,0.0,-4.509796,0.011491,0.289319,0,0.8996,0.0918,0.0086,360.38,0.0000,0.0081,-4.9907,0.1060,38.80
89,-4.769225,0.008487,0,-0.00798517,0,0.0,-4.533492,0.011217,0.288136,0,0.8969,0.0942,0.0088,351.18,0.0000,0.0069,-4.9907,0.1060,40.10
90,-4.887346,0.007541,0,-0.00042156,0,0.0,-4.607831,0.010467,0.305396,0,0.8971,0.0926,0.0103,342.41,0.0000,0.0562,-4.9907,0.1060,58.20
91,-4.925391,0.007260,0,0.00591379,0,0.0,-4.649113,0.010047,0.306504,0,0.9036,0.0825,0.0140,333.05,0.0000,0.0075,-4.9907,0.1060,39.00
92,-4.876894,0.007621,0,0.00390693,0,0.0,-4.714610,0.009428,0.313136,0,0.9138,0.0754,0.0108,323.72,0.0000,0.0093,-4.9907,0.1060,38.70
93,-4.935298,0.007188,0,-0.00744128,0,0.0,-4.720782,0.009334,0.300578,0,0.9133,0.0787,0.0080,316.39,0.0000,0.0066,-4.9907,0.1060,39.00
94,-4.760791,0.008559,0,0.00558215,0,0.0,-4.757478,0.009000,0.301775,0,0.9044,0.0881,0.0075,308.24,0.0000,0.0073,-4.9907,0.1060,38.70
95,-4.755445,0.008605,0,-0.01657928,0,0.0,-4.561832,0.010891,0.278301,0,0.8683,0.1172,0.0144,317.98,0.0000,0.0117,-4.9907,0.1060,60.50
96,-4.831860,0.007972,0,-0.00470636,0,0.0,-4.613794,0.010350,0.283792,0,0.8702,0.1216,0.0082,306.86,0.0000,0.0091,-4.9907,0.1060,38.90
97,-4.860173,0.007749,0,0.01918442,0,0.0,-4.428004,0.012498,0.286131,0,0.8184,0.1578,0.0237,320.25,0.0000,0.0123,-4.9907,0.1060,38.70
98,-4.831374,0.007976,0,0.00020134,0,0.0,-4.494252,0.011749,0.299033,0,0.8595,0.1198,0.0207,310.75,0.0000,0.1024,-4.9907,0.1060,71.70
99,-4.842391,0.007888,0,0.00383475,0,0.0,-4.561141,0.010960,0.296474,0,0.8773,0.1093,0.0135,298.06,0.0000,0.0111,-4.9907,0.1060,39.00
100,-4.980033,0.006874,0,0.00263700,0,0.0,-4.633492,0.010198,0.302158,0,0.8739,0.1167,0.0094,286.78,0.0000,0.0139,-4.9907,0.1060,40.00
101,-4.901697,0.007434,0,-0.00284034,0,0.0,-4.706057,0.009501,0.311205,0,0.8722,0.1209,0.0068,277.61,0.0000,0.0122,-4.9907,0.1060,39.10
102,-4.734347,0.008788,0,-0.00410376,0,0.0,-4.763700,0.008981,0.316616,0,0.8636,0.1273,0.0092,269.73,0.0000,0.0089,-4.9907,0.1060,38.90
103,-4.663783,0.009431,0,0.00584191,0,0.0,-4.790020,0.008736,0.310982,0,0.8692,0.1222,0.0085,262.12,0.0000,0.0071,-4.9907,0.1060,61.20
104,-4.766408,0.008511,0,-0.01582619,0,0.0,-4.589910,0.010616,0.286816,0,0.8280,0.1564,0.0156,270.48,0.0000,0.0115,-4.9907,0.1060,38.90
105,-4.685059,0.009232,0,0.01391081,0,0.0,-4.509380,0.011534,0.291080,0,0.8084,0.1721,0.0195,272.94,0.0000,0.0080,-4.9907,0.1060,38.90
106,-4.795673,0.008265,0,-0.00893768,0,0.0,-4.524403,0.011362,0.291066,0,0.8321,0.1522,0.0157,265.78,0.0000,0.0071,-4.9907,0.1060,38.80
107,-4.723937,0.008880,0,-0.00399573,0,0.0,-4.587106,0.010652,0.288680,0,0.8696,0.1220,0.0083,252.63,0.0000,0.0101,-5.0066,0.1048,100.00
108,-4.832585,0.007966,0,0.00169062,0,0.0,-4.651844,0.010073,0.309851,0,0.8771,0.1074,0.0155,501.82,0.0000,0.0195,-5.0066,0.1048,105.60
109,-4.810426,0.008144,0,0.00146469,0,0.0,-4.731457,0.009275,0.308818,0,0.8858,0.1012,0.0130,487.09,0.0000,0.0201,-5.0066,0.1048,38.60
110,-4.772525,0.008459,0,0.00069037,0,0.0,-4.814923,0.008544,0.318855,0,0.8940,0.0968,0.0092,473.72,0.0000,0.0334,-5.0066,0.1048,38.40
111,-4.869054,0.007681,0,0.01881254,0,0.0,-4.534469,0.011277,0.296611,0,0.8204,0.1524,0.0272,493.34,0.0000,0.0171,-5.0066,0.1048,38.30
112,-4.950421,0.007080,0,0.00345332,0,0.0,-4.601094,0.010534,0.294437,0,0.8483,0.1381,0.0136,482.60,0.0000,0.0117,-5.0066,0.1048,38.90
113,-4.965421,0.006975,0,0.00289677,0,0.0,-4.667970,0.009841,0.295108,0,0.8757,0.1114,0.0129,467.83,0.0000,0.0124,-5.0066,0.1048,38.30
114,-4.871662,0.007661,0,-0.01196030,0,0.0,-4.601953,0.010496,0.287588,0,0.8563,0.1236,0.0201,466.23,0.0000,0.0073,-5.0066,0.1048,38.30
115,-4.890908,0.007515,0,0.00647098,0,0.0,-4.637391,0.010124,0.285985,0,0.8836,0.1041,0.0123,452.33,0.0000,0.0072,-5.0066,0.1048,38.40
116,-4.798823,0.008239,0,-0.01001509,0,0.0,-4.618424,0.010301,0.280718,0,0.8761,0.1122,0.0117,445.20,0.0000,0.0066,-5.0066,0.1048,38.40
117,-4.712525,0.008982,0,-0.01192581,0,0.0,-4.572896,0.010784,0.279791,0,0.8740,0.1098,0.0162,442.85,0.0000,0.0070,-5.0066,0.1048,38.70
118,-4.659302,0.009473,0,0.01243231,0,0.0,-4.530367,0.011260,0.280647,0,0.8553,0.1296,0.0151,440.83,0.0000,0.0070,-5.0066,0.1048,38.30
119,-4.620747,0.009845,0,-0.00065008,0,0.0,-4.597341,0.010540,0.285258,0,0.8835,0.1019,0.0146,422.05,0.0000,0.0421,-5.0066,0.1048,61.60
120,-4.678794,0.009290,0,-0.02335044,0,0.0,-4.338535,0.013827,0.313584,0,0.7819,0.1832,0.0349,445.11,0.0000,0.0182,-5.0066,0.1048,38.30
121,-4.668435,0.009387,0,0.00271231,0,0.0,-4.418520,0.012683,0.298839,0,0.8362,0.1491,0.0146,438.61,0.0000,0.0170,-5.0066,0.1048,38.50
122,-4.647042,0.009590,0,0.02046842,0,0.0,-4.282735,0.014567,0.305597,0,0.7909,0.1896,0.0196,439.23,0.0000,0.0103,-5.0066,0.1048,38.70
123,-4.713744,0.008971,0,-0.00871906,0,0.0,-4.327427,0.013873,0.296876,0,0.8253,0.1567,0.0180,435.00,0.0000,0.0079,-5.0066,0.1048,61.20
124,-4.769349,0.008486,0,0.00153194,0,0.0,-4.403649,0.012813,0.290872,0,0.8703,0.1196,0.0100,422.82,0.0000,0.0264,-5.0066,0.1048,38.40
125,-4.673940,0.009335,0,0.00308543,0,0.0,-4.473529,0.011927,0.290194,0,0.8696,0.1239,0.0065,409.21,0.0000,0.0141,-5.0066,0.1048,38.40
126,-4.636401,0.009693,0,-0.00661207,0,0.0,-4.514740,0.011429,0.287354,0,0.8785,0.1146,0.0069,397.80,0.0000,0.0078,-5.0066,0.1048,38.60
127,-4.634505,0.009711,0,-0.00190340,0,0.0,-4.587414,0.010656,0.298665,0,0.8821,0.1106,0.0073,386.59,0.0000,0.0186,-5.0066,0.1048,39.30
128,-4.666478,0.009405,0,-0.00706470,0,0.0,-4.612391,0.010371,0.291237,0,0.8889,0.1045,0.0066,377.49,0.0000,0.0071,-5.0066,0.1048,38.30
129,-4.777676,0.008416,0,-0.01781718,0,0.0,-4.449637,0.012167,0.275034,0,0.8379,0.1466,0.0155,385.08,0.0000,0.0106,-5.0066,0.1048,38.40
130,-4.667564,0.009395,0,-0.02303359,0,0.0,-4.255065,0.014923,0.299172,0,0.7373,0.2243,0.0384,388.52,0.0000,0.0132,-5.0066,0.1048,38.60
131,-4.694479,0.009146,0,0.00288994,0,0.0,-4.329535,0.013875,0.303006,0,0.7921,0.1804,0.0276,389.53,0.0000,0.0179,-5.0066,0.1048,38.80
132,-4.707508,0.009027,0,0.00017978,0,0.0,-4.398728,0.012959,0.307805,0,0.8214,0.1607,0.0178,380.46,0.0000,0.1173,-5.0066,0.1048,73.60
133,-4.770668,0.008475,0,0.00501357,0,0.0,-4.459689,0.012176,0.307735,0,0.8288,0.1440,0.0271,367.35,0.0000,0.0101,-5.0066,0.1048,38.50
134,-4.913691,0.007345,0,0.01159156,0,0.0,-4.441797,0.012351,0.295578,0,0.8441,0.1354,0.0205,359.36,0.0000,0.0069,-5.0066,0.1048,60.90
135,-4.769621,0.008484,0,0.00513540,0,0.0,-4.500787,0.011621,0.292462,0,0.8718,0.1176,0.0107,344.76,0.0000,0.0092,-5.0066,0.1048,38.80
136,-4.767250,0.008504,0,0.00639885,0,0.0,-4.543309,0.011121,0.290131,0,0.8803,0.1100,0.0097,333.00,0.0000,0.0077,-5.0066,0.1048,38.70
137,-4.765566,0.008518,0,0.00334712,0,0.0,-4.609860,0.010422,0.297348,0,0.8996,0.0895,0.0108,321.78,0.0000,0.0114,-5.0066,0.1048,38.70
138,-4.861624,0.007738,0,0.01622166,0,0.0,-4.473752,0.011922,0.284710,0,0.8623,0.1102,0.0275,325.51,0.0000,0.0091,-5.0066,0.1048,38.70
139,-4.803366,0.008202,0,-0.00712649,0,0.0,-4.509275,0.011518,0.287634,0,0.8699,0.1078,0.0223,313.13,0.0000,0.0075,-5.0066,0.1048,38.90
140,-4.846784,0.007854,0,0.00050070,0,0.0,-4.578539,0.010766,0.295568,0,0.8728,0.1127,0.0145,300.71,0.0000,0.0516,-5.0066,0.1048,61.20
141,-4.900177,0.007445,0,-0.00922470,0,0.0,-4.576251,0.010755,0.286500,0,0.8683,0.1183,0.0135,292.54,0.0000,0.0066,-5.0066,0.1048,38.80
142,-4.807274,0.008170,0,0.00112530,0,0.0,-4.647814,0.010038,0.296878,0,0.8821,0.1044,0.0135,281.31,0.0000,0.0264,-5.0066,0.1048,38.70
143,-4.843507,0.007879,0,0.00084335,0,0.0,-4.725904,0.009303,0.306263,0,0.8999,0.0915,0.0086,273.11,0.0000,0.0308,-5.0066,0.1048,60.40
144,-4.905071,0.007409,0,-0.00338118,0,0.0,-4.791376,0.008719,0.310501,0,0.9014,0.0912,0.0074,266.13,0.0000,0.0098,-5.0066,0.1048,38.90
145,-4.889275,0.007527,0,-0.01319982,0,0.0,-4.655540,0.009916,0.280811,0,0.8891,0.0944,0.0165,265.55,0.0000,0.0087,-5.0066,0.1048,38.80
146,-4.879362,0.007602,0,-0.00032535,0,0.0,-4.721141,0.009328,0.294975,0,0.8841,0.1036,0.0123,256.75,0.0000,0.0625,-5.0066,0.1048,64.50
147,-4.929170,0.007233,0,-0.00200371,0,0.0,-4.792078,0.008705,0.303150,0,0.9012,0.0846,0.0142,247.90,0.0000,0.0149,-5.0051,0.0867,68.10
148,-4.968771,0.006952,0,0.00475996,0,0.0,-4.825892,0.008468,0.314947,0,0.9054,0.0769,0.0177,505.43,0.0000,0.0077,-5.0051,0.0867,63.80
149,-5.123249,0.005957,0,0.00540286,0,0.0,-4.859398,0.008139,0.300460,0,0.9127,0.0783,0.0090,496.28,0.0000,0.0069,-5.0051,0.0867,38.40
150,-5.100214,0.006095,0,0.00940183,0,0.0,-4.804635,0.008547,0.281195,0,0.9146,0.0755,0.0100,493.70,0.0000,0.0068,-5.0051,0.0867,38.10
151,-5.052503,0.006393,0,-0.00168185,0,0.0,-4.871655,0.007996,0.285654,0,0.9163,0.0795,0.0042,482.45,0.0000,0.0155,-5.0051,0.0867,38.20
152,-5.001856,0.006725,0,0.00829754,0,0.0,-4.839902,0.008227,0.274585,0,0.9037,0.0910,0.0052,478.90,0.0000,0.0065,-5.0051,0.0867,38.50
153,-5.008640,0.006680,0,-0.01048093,0,0.0,-4.771437,0.008801,0.268662,0,0.8926,0.0972,0.0103,479.56,0.0000,0.0072,-5.0051,0.0867,48.30
154,-5.131884,0.005905,0,0.01089493,0,0.0,-4.714552,0.009324,0.268928,0,0.8836,0.1055,0.0109,479.32,0.0000,0.0071,-5.0051,0.0867,38.90
