t,true_vol,est_vol_fast,est_vol_smooth,true_log_vol,est_log_vol_fast,est_log_vol_smooth,true_regime,est_regime_fast,est_regime_smooth,regime_confidence,surprise,entropy,vol_ratio,ess,detected,change_type
2256,0.082708,0.091680,0.148870,-2.4924,-2.4675,-1.9851,2,2,3,0.458,2.9454,1.3687,1.2194,140.5,0,0
2257,0.098135,0.088813,0.125183,-2.3214,-2.4942,-2.1633,2,2,2,0.403,0.6611,1.3472,1.1967,139.1,0,0
2258,0.101927,0.100194,0.102595,-2.2835,-2.3716,-2.3641,2,2,2,0.375,0.8158,1.3334,1.1874,153.8,0,0
2259,0.091324,0.101518,0.109619,-2.3933,-2.3598,-2.2840,2,2,2,0.369,0.6870,1.3229,1.1802,151.3,0,0
2260,0.130406,0.100108,0.091680,-2.0371,-2.3756,-2.4675,2,2,2,0.333,0.6726,1.3202,1.1723,146.4,0,0
2261,0.122589,0.090030,0.088813,-2.0989,-2.4849,-2.4942,2,2,2,0.367,0.7402,1.3567,1.1551,141.0,0,0
2262,0.084329,0.077073,0.100194,-2.4730,-2.6384,-2.3716,2,1,2,0.379,1.0544,1.3625,1.1269,132.9,0,0
2263,0.150639,0.065543,0.101518,-1.8929,-2.7942,-2.3598,2,0,2,0.385,1.2668,1.3166,1.0901,121.9,0,0
2264,0.103761,0.056482,0.100108,-2.2657,-2.9352,-2.3756,2,0,2,0.391,1.2156,1.2398,1.0481,110.0,0,0
2265,0.119789,0.081364,0.090030,-2.1220,-2.5832,-2.4849,2,1,2,0.348,1.3425,1.3706,1.0353,116.0,0,0
2266,0.151954,0.074647,0.077073,-1.8842,-2.6736,-2.6384,2,1,1,0.295,0.7054,1.3765,1.0172,113.8,0,0
2267,0.165719,0.126618,0.065543,-1.7975,-2.1361,-2.7942,2,3,0,0.365,1.7134,1.0623,1.0532,72.1,0,0
2268,0.162510,0.164998,0.056482,-1.8170,-1.8623,-2.9352,2,3,0,0.441,1.1269,0.8035,1.1230,174.0,0,0
2269,0.148852,0.195744,0.081364,-1.9048,-1.6892,-2.5832,2,3,1,0.302,1.0860,0.8007,1.2136,150.3,0,0
2270,0.149379,0.173177,0.074647,-1.9013,-1.8291,-2.6736,2,3,1,0.300,0.7672,0.9321,1.2706,158.8,0,0
2271,0.163109,0.237872,0.126618,-1.8133,-1.4918,-2.1361,2,3,3,0.527,1.6447,0.7188,1.3802,125.9,0,0
2272,0.151348,0.264654,0.164998,-1.8882,-1.3852,-1.8623,2,3,3,0.669,1.1478,0.6748,1.4978,113.6,0,0
2273,0.127536,0.227694,0.195744,-2.0594,-1.5520,-1.6892,2,3,3,0.719,0.7091,0.9213,1.5654,118.4,0,0
2274,0.085663,0.189821,0.173177,-2.4573,-1.7435,-1.8291,2,3,3,0.624,0.8560,1.0642,1.5901,123.1,0,0
2275,0.086129,0.152661,0.237872,-2.4519,-1.9692,-1.4918,2,3,3,0.756,2.3566,1.1775,1.5788,126.0,0,0
2276,0.085299,0.123978,0.264654,-2.4616,-2.1807,-1.3852,2,3,3,0.775,4.3811,1.2739,1.5433,125.6,0,0
2277,0.103670,0.117596,0.227694,-2.2665,-2.2170,-1.5520,2,3,3,0.674,0.6703,1.3204,1.5057,122.3,0,0
2278,0.106600,0.141501,0.189821,-2.2387,-2.0235,-1.7435,2,3,3,0.583,1.1583,1.2371,1.4923,124.5,0,0
2279,0.132515,0.118014,0.152661,-2.0211,-2.2155,-1.9692,2,3,3,0.487,1.8375,1.3449,1.4596,119.7,0,0
2280,0.107000,0.103479,0.123978,-2.2349,-2.3446,-2.1807,2,2,3,0.402,0.7145,1.3735,1.4174,111.8,0,0
2281,0.096790,0.102170,0.117596,-2.3352,-2.3541,-2.2170,2,2,3,0.343,0.7105,1.3684,1.3783,111.4,0,0
2282,0.086717,0.089180,0.141501,-2.4451,-2.4893,-2.0235,2,1,3,0.439,0.7747,1.3506,1.3318,100.5,0,0
2283,0.085469,0.151413,0.118014,-2.4596,-1.9533,-2.2155,2,3,3,0.333,1.9405,1.0898,1.3443,97.1,0,0
2284,0.068835,0.151165,0.103479,-2.6760,-1.9593,-2.3446,2,3,2,0.300,0.6590,1.1066,1.3547,198.9,0,0
2285,0.069702,0.126043,0.102170,-2.6635,-2.1518,-2.3541,2,2,2,0.311,1.6342,1.2124,1.3416,194.3,0,0
2286,0.058645,0.104402,0.089180,-2.8363,-2.3428,-2.4893,2,2,1,0.361,1.7194,1.2916,1.3110,176.8,0,0
2287,0.073637,0.092500,0.151413,-2.6086,-2.4588,-1.9533,2,2,3,0.484,0.7917,1.3323,1.2730,160.6,0,0
2288,0.057681,0.091531,0.151165,-2.8528,-2.4642,-1.9593,2,2,3,0.437,0.6634,1.3304,1.2380,161.0,0,0
2289,0.060685,0.077670,0.126043,-2.8021,-2.6286,-2.1518,2,2,2,0.425,1.4886,1.3406,1.1944,135.4,0,0
2290,0.085847,0.071774,0.104402,-2.4552,-2.7026,-2.3428,2,1,2,0.412,0.6928,1.3098,1.1500,124.7,0,0
2291,0.067750,0.061521,0.092500,-2.6919,-2.8520,-2.4588,2,1,2,0.377,1.8444,1.2747,1.1009,101.7,0,0
2292,0.083386,0.053554,0.091531,-2.4843,-2.9851,-2.4642,2,1,2,0.387,1.9975,1.2190,1.0495,83.8,0,0
2293,0.089264,0.057598,0.077670,-2.4162,-2.9131,-2.6286,2,1,2,0.336,0.7999,1.2746,1.0070,196.8,0,0
2294,0.083017,0.088470,0.071774,-2.4887,-2.4904,-2.7026,2,2,1,0.369,2.0006,1.2156,0.9972,107.3,0,0
2295,0.069429,0.086296,0.061521,-2.6675,-2.5255,-2.8520,2,2,1,0.411,0.6296,1.2620,0.9864,113.3,0,0
2296,0.088955,0.079002,0.053554,-2.4196,-2.6181,-2.9851,2,2,1,0.482,0.6258,1.3303,0.9701,125.7,0,0
2297,0.088198,0.066911,0.057598,-2.4282,-2.7844,-2.9131,2,1,1,0.441,2.3551,1.3505,0.9443,144.4,0,0
2298,0.097069,0.066090,0.088470,-2.3323,-2.7925,-2.4904,2,2,2,0.431,0.6721,1.3367,0.9205,140.6,0,0
2299,0.056354,0.066073,0.086296,-2.8761,-2.7913,-2.5255,2,2,2,0.411,0.6958,1.3197,0.8991,135.2,0,0
2300,0.061168,0.057018,0.079002,-2.7941,-2.9375,-2.6181,2,1,2,0.363,1.4557,1.2934,0.8715,136.1,0,0
2301,0.054387,0.051082,0.066911,-2.9116,-3.0415,-2.7844,2,1,1,0.324,0.7497,1.2636,0.8412,130.1,0,0
2302,0.048489,0.044808,0.066090,-3.0264,-3.1648,-2.7925,2,1,2,0.342,1.3633,1.2216,0.8079,120.8,0,0
2303,0.055740,0.043879,0.066073,-2.8871,-3.1836,-2.7913,2,1,2,0.354,0.6529,1.2010,0.7772,116.6,0,0
2304,0.063457,0.041728,0.057018,-2.7574,-3.2314,-2.9375,2,1,1,0.420,0.6536,1.1563,0.7475,110.7,0,0
2305,0.062615,0.036951,0.051082,-2.7708,-3.3477,-3.0415,2,0,1,0.419,3.7558,1.1122,0.7161,98.7,0,0
2306,0.087432,0.038439,0.044808,-2.4369,-3.3077,-3.1648,2,0,1,0.425,0.7610,1.1534,0.6894,196.4,0,0
2307,0.068660,0.067210,0.043879,-2.6786,-2.7618,-3.1836,2,2,1,0.435,2.6962,1.2802,0.6943,68.6,0,0
2308,0.083997,0.060366,0.041728,-2.4770,-2.8803,-3.2314,2,2,1,0.452,1.1021,1.3156,0.6920,190.1,0,0
2309,0.056301,0.063799,0.036951,-2.8770,-2.8281,-3.3477,2,2,0,0.467,0.6801,1.3156,0.6936,193.7,0,0
2310,0.052397,0.061875,0.038439,-2.9489,-2.8612,-3.3077,2,2,0,0.410,0.6586,1.3314,0.6933,187.3,0,0
2311,0.050429,0.055923,0.067210,-2.9872,-2.9614,-2.7618,2,2,2,0.428,0.8014,1.3117,0.6872,172.1,0,0
2312,0.069911,0.050805,0.060366,-2.6605,-3.0528,-2.8803,2,1,2,0.376,0.7841,1.2974,0.6768,155.2,0,0
2313,0.050330,0.045109,0.063799,-2.9891,-3.1660,-2.8281,2,1,2,0.373,1.0185,1.2503,0.6617,134.1,0,0
2314,0.047249,0.039607,0.061875,-3.0523,-3.2887,-2.8612,2,0,2,0.376,1.8459,1.1988,0.6426,111.6,0,0
2315,0.050969,0.038521,0.055923,-2.9765,-3.3146,-2.9614,2,0,2,0.348,0.6844,1.2214,0.6245,106.5,0,0
2316,0.045611,0.037092,0.050805,-3.0876,-3.3522,-3.0528,2,0,1,0.351,0.7334,1.2527,0.6068,98.8,0,0
2317,0.033430,0.036394,0.045109,-3.3983,-3.3721,-3.1660,2,0,1,0.368,0.6007,1.2510,0.5902,198.9,0,0
2318,0.032506,0.039805,0.039607,-3.4263,-3.2888,-3.2887,2,1,0,0.378,0.7757,1.2980,0.5791,193.4,0,0
2319,0.032996,0.036653,0.038521,-3.4114,-3.3710,-3.3146,2,0,0,0.398,0.8160,1.2668,0.5659,191.7,0,0
2320,0.033039,0.036533,0.037092,-3.4101,-3.3774,-3.3522,2,0,0,0.404,0.6325,1.2740,0.5541,186.6,0,0
2321,0.034470,0.035474,0.036394,-3.3677,-3.4072,-3.3721,2,0,0,0.392,0.6405,1.2627,0.5424,179.4,0,0
2322,0.036942,0.035667,0.039805,-3.2984,-3.4034,-3.2888,2,0,1,0.334,0.6531,1.2706,0.5323,173.4,0,0
2323,0.033755,0.031589,0.036653,-3.3886,-3.5189,-3.3710,2,0,0,0.366,1.8850,1.1871,0.5189,156.5,0,0
2324,0.033805,0.029686,0.036533,-3.3871,-3.5760,-3.3774,2,0,0,0.374,0.7242,1.1206,0.5049,144.5,0,0
2325,0.047074,0.027356,0.035474,-3.0560,-3.6529,-3.4072,2,0,0,0.376,0.9074,1.0573,0.4898,129.3,1,2
2326,0.088033,0.025232,0.035667,-2.4300,-3.7277,-3.4034,2,0,0,0.352,1.0161,1.0033,0.4739,114.5,0,0
2327,0.129505,0.063423,0.031589,-2.0440,-2.8236,-3.5189,2,2,0,0.448,2.3269,1.0965,0.5031,75.2,0,0
2328,0.108868,0.065272,0.029686,-2.2176,-2.8038,-3.5760,2,2,0,0.488,0.6485,1.2142,0.5317,198.4,0,0
2329,0.095281,0.063290,0.027356,-2.3509,-2.8394,-3.6529,2,2,0,0.554,0.6799,1.2440,0.5554,194.7,0,0
2330,0.114780,0.081960,0.025232,-2.1647,-2.5716,-3.7277,2,2,0,0.567,1.0639,1.1483,0.5980,177.2,0,0
2331,0.124579,0.076303,0.063423,-2.0828,-2.6508,-2.8236,2,2,2,0.516,0.7376,1.2210,0.6301,178.4,0,0
2332,0.172599,0.167059,0.065272,-1.7568,-1.8428,-2.8038,2,3,2,0.477,2.8936,0.6172,0.7596,89.6,0,0
2333,0.168502,0.142550,0.063290,-1.7808,-2.0345,-2.8394,2,3,2,0.460,1.5440,0.9247,0.8468,191.1,0,0
2334,0.110266,0.177891,0.081960,-2.2049,-1.7921,-2.5716,2,3,2,0.469,0.9763,0.8217,0.9611,195.1,0,0
2335,0.090863,0.149816,0.076303,-2.3984,-1.9838,-2.6508,2,3,2,0.466,2.1689,1.0070,1.0318,196.0,0,0
2336,0.099075,0.128435,0.167059,-2.3119,-2.1425,-1.8428,2,3,3,0.768,0.9899,1.1398,1.0720,188.2,0,0
2337,0.111446,0.109560,0.142550,-2.1942,-2.3016,-2.0345,2,3,3,0.604,1.0421,1.2487,1.0880,173.0,0,0
2338,0.110526,0.133617,0.177891,-2.2025,-2.0865,-1.7921,2,3,3,0.678,0.9565,1.1586,1.1265,188.4,0,0
2339,0.094138,0.111700,0.149816,-2.3630,-2.2775,-1.9838,2,2,3,0.575,2.6024,1.2810,1.1383,173.7,0,0
2340,0.074251,0.093484,0.128435,-2.6003,-2.4552,-2.1425,2,2,3,0.487,1.4638,1.3332,1.1302,152.9,0,0
2341,0.082667,0.080480,0.109560,-2.4929,-2.5998,-2.3016,2,2,3,0.392,1.0460,1.3598,1.1096,132.7,0,0
2342,0.076498,0.068082,0.133617,-2.5705,-2.7613,-2.0865,2,2,3,0.465,2.0466,1.3321,1.0786,111.6,0,0
2343,0.070513,0.059967,0.111700,-2.6520,-2.8810,-2.2775,2,1,2,0.365,1.0214,1.3170,1.0425,96.3,0,0
2344,0.066783,0.054700,0.093484,-2.7063,-2.9669,-2.4552,2,1,2,0.375,0.6976,1.2871,1.0046,197.2,0,0
2345,0.078322,0.072676,0.080480,-2.5469,-2.6853,-2.5998,2,2,2,0.344,1.4032,1.3346,0.9893,176.9,0,0
2346,0.060345,0.073518,0.068082,-2.8077,-2.6778,-2.7613,2,2,2,0.342,0.6802,1.3238,0.9765,171.8,0,0
2347,0.082002,0.064598,0.059967,-2.5010,-2.8101,-2.8810,2,1,1,0.352,0.9613,1.3247,0.9558,183.7,0,0
2348,0.068339,0.056832,0.054700,-2.6833,-2.9363,-2.9669,2,1,1,0.339,0.9517,1.3196,0.9291,185.4,0,0
2349,0.078034,0.049187,0.072676,-2.5506,-3.0773,-2.6853,2,1,2,0.361,3.8882,1.2830,0.8971,177.9,0,0
2350,0.065675,0.048860,0.073518,-2.7230,-3.0833,-2.6778,2,1,2,0.367,0.6491,1.2901,0.8680,173.1,0,0
2351,0.063673,0.044409,0.064598,-2.7540,-3.1753,-2.8101,2,1,1,0.342,0.7954,1.2332,0.8372,161.6,0,0
2352,0.075770,0.040048,0.056832,-2.5801,-3.2728,-2.9363,2,1,1,0.338,0.9486,1.1763,0.8048,147.2,0,0
2353,0.050809,0.042747,0.049187,-2.9797,-3.2113,-3.0773,2,1,1,0.364,0.7425,1.2296,0.7787,152.3,0,0
2354,0.047028,0.041249,0.048860,-3.0570,-3.2472,-3.0833,2,1,1,0.378,0.6538,1.2074,0.7537,145.7,0,0
2355,0.058677,0.036502,0.044409,-2.8357,-3.3648,-3.1753,2,0,1,0.398,1.9290,1.1405,0.7260,131.0,0,0
2356,0.050589,0.034803,0.040048,-2.9840,-3.4107,-3.2728,2,0,1,0.415,0.6977,1.1442,0.6992,123.6,0,0
2357,0.057394,0.034904,0.042747,-2.8578,-3.4101,-3.2113,2,0,1,0.392,0.6606,1.2131,0.6754,121.0,0,0
2358,0.052223,0.032108,0.041249,-2.9522,-3.4931,-3.2472,2,0,1,0.380,1.0713,1.1587,0.6508,109.3,0,0
2359,0.055586,0.047186,0.036502,-2.8898,-3.1246,-3.3648,2,1,0,0.446,1.2534,1.3139,0.6461,104.9,0,0
2360,0.060675,0.044125,0.034803,-2.8022,-3.1968,-3.4107,2,1,0,0.430,0.7783,1.2911,0.6386,108.3,0,0
2361,0.041446,0.045319,0.034904,-3.1834,-3.1703,-3.4101,2,1,0,0.403,0.7128,1.2458,0.6334,103.0,0,0
2362,0.044472,0.041865,0.032108,-3.1129,-3.2467,-3.4931,2,1,0,0.448,0.7698,1.2148,0.6249,101.4,0,0
2363,0.033312,0.037187,0.047186,-3.4018,-3.3587,-3.1246,2,1,1,0.400,1.1283,1.1594,0.6120,97.4,0,0
2364,0.023646,0.033362,0.044125,-3.7446,-3.4619,-3.1968,2,1,1,0.426,0.9148,1.1255,0.5960,192.1,0,0
2365,0.036709,0.031652,0.045319,-3.3047,-3.5107,-3.1703,2,1,1,0.475,0.6615,1.1582,0.5797,182.4,0,0
2366,0.038225,0.028590,0.041865,-3.2643,-3.6088,-3.2467,2,0,1,0.497,1.6327,1.1090,0.5615,157.9,0,0
2367,0.036411,0.028435,0.037187,-3.3129,-3.6143,-3.3587,2,0,1,0.507,0.6292,1.1417,0.5451,154.4,0,0
2368,0.039282,0.050643,0.033362,-3.2370,-3.0505,-3.4619,2,2,1,0.470,1.8581,1.2593,0.5575,122.0,0,0
2369,0.057932,0.049616,0.031652,-2.8485,-3.0823,-3.5107,2,1,1,0.415,0.6515,1.3002,0.5676,131.7,0,0
2370,0.061092,0.101171,0.028590,-2.7954,-2.3477,-3.6088,2,3,0,0.460,2.7601,0.9231,0.6395,47.3,0,0
2371,0.068841,0.101961,0.028435,-2.6760,-2.3576,-3.6143,2,3,0,0.416,0.6643,1.0545,0.7047,198.8,0,0
2372,0.075478,0.091198,0.050643,-2.5839,-2.4854,-3.0505,2,3,2,0.360,1.2844,1.1532,0.7500,187.3,0,0
2373,0.088402,0.092880,0.049616,-2.4259,-2.4639,-3.0823,2,3,1,0.350,0.6806,1.1780,0.7925,184.0,0,0
2374,0.060431,0.080956,0.101171,-2.8063,-2.6078,-2.3477,2,2,3,0.617,1.1650,1.2992,0.8165,159.6,0,0
2375,0.054470,0.067817,0.101961,-2.9101,-2.7855,-2.3576,2,2,3,0.579,2.6173,1.3735,0.8226,125.0,0,0
2376,0.045864,0.063922,0.091198,-3.0821,-2.8372,-2.4854,2,2,3,0.482,0.7434,1.3733,0.8237,111.7,0,0
2377,0.043804,0.065099,0.092880,-3.1280,-2.8158,-2.4639,2,2,3,0.460,0.6898,1.3636,0.8262,112.2,0,0
2378,0.044130,0.074773,0.080956,-3.1206,-2.6737,-2.6078,2,2,2,0.371,0.7508,1.3006,0.8399,126.8,0,0
2379,0.042069,0.064299,0.067817,-3.1684,-2.8281,-2.7855,2,2,2,0.317,1.5632,1.3637,0.8400,106.5,0,0
2380,0.029494,0.055092,0.063922,-3.5236,-2.9791,-2.8372,2,1,2,0.321,2.0360,1.3603,0.8294,85.9,0,0
2381,0.035348,0.045739,0.065099,-3.3425,-3.1586,-2.8158,2,0,2,0.336,6.5341,1.2920,0.8088,184.2,1,3
2382,0.034049,0.042026,0.074773,-3.3800,-3.2361,-2.6737,2,0,2,0.414,0.7292,1.2625,0.7860,168.8,0,0
2383,0.038785,0.038298,0.064299,-3.2497,-3.3243,-2.8281,2,0,2,0.321,0.8427,1.1984,0.7611,148.6,0,0
2384,0.035959,0.033670,0.055092,-3.3254,-3.4456,-2.9791,2,0,1,0.300,3.7727,1.0832,0.7331,121.1,0,0
2385,0.036607,0.031975,0.045739,-3.3075,-3.4933,-3.1586,2,0,0,0.376,0.6773,1.0343,0.7060,113.2,0,0
2386,0.033895,0.031716,0.042026,-3.3845,-3.5020,-3.2361,2,0,0,0.437,0.6506,1.0401,0.6813,114.9,0,0
2387,0.027134,0.031463,0.038298,-3.6070,-3.5108,-3.3243,2,0,0,0.498,0.6548,1.0982,0.6589,114.6,0,0
2388,0.036205,0.034023,0.033670,-3.3186,-3.4398,-3.4456,2,0,0,0.553,0.7404,1.1899,0.6421,124.5,0,0
2389,0.029662,0.031532,0.031975,-3.5179,-3.5137,-3.4933,2,0,0,0.571,0.8664,1.1464,0.6240,114.8,0,0
2390,0.034455,0.038851,0.031716,-3.3681,-3.3203,-3.5020,2,1,0,0.570,0.9333,1.3299,0.6171,114.4,0,0
2391,0.036663,0.058755,0.031463,-3.3060,-2.9050,-3.5108,2,2,0,0.505,1.3213,1.2881,0.6366,71.7,0,0
2392,0.046808,0.055111,0.034023,-3.0617,-2.9830,-3.4398,2,2,0,0.420,0.9228,1.3284,0.6497,191.2,0,0
2393,0.039838,0.051181,0.031532,-3.2229,-3.0616,-3.5137,2,2,0,0.485,0.8241,1.3387,0.6567,171.8,0,0
2394,0.049335,0.049376,0.038851,-3.0091,-3.0959,-3.3203,2,1,1,0.333,0.7044,1.3290,0.6609,159.9,0,0
2395,0.053039,0.042310,0.058755,-2.9367,-3.2470,-2.9050,2,1,2,0.391,1.8902,1.3022,0.6557,122.2,0,0
2396,0.060375,0.036835,0.055111,-2.8072,-3.3780,-2.9830,2,1,2,0.377,1.5994,1.2640,0.6442,90.2,0,0
2397,0.056168,0.038865,0.051181,-2.8794,-3.3199,-3.0616,2,1,2,0.354,0.7363,1.2618,0.6367,194.5,0,0
2398,0.043655,0.034245,0.049376,-3.1314,-3.4420,-3.0959,2,0,1,0.344,1.4496,1.2056,0.6240,193.6,0,0
2399,0.049492,0.042548,0.042310,-3.0059,-3.2272,-3.2470,2,1,1,0.340,1.1215,1.2760,0.6238,173.6,0,0
2400,0.047677,0.037938,0.036835,-3.0433,-3.3407,-3.3780,2,1,1,0.348,1.1140,1.2411,0.6177,178.0,0,0
2401,0.066069,0.072825,0.038865,-2.7171,-2.6858,-3.3199,2,2,1,0.382,2.4076,1.1539,0.6587,86.8,0,0
2402,0.085428,0.082855,0.034245,-2.4601,-2.5596,-3.4420,2,2,0,0.397,0.7385,1.1319,0.7088,195.1,0,0
2403,0.054400,0.091622,0.042548,-2.9114,-2.4614,-3.2272,2,2,1,0.381,0.7535,1.0921,0.7650,186.5,0,0
2404,0.061205,0.088184,0.037938,-2.7935,-2.5053,-3.3407,2,2,1,0.394,0.6567,1.1752,0.8106,187.4,0,0
2405,0.058479,0.075937,0.072825,-2.8391,-2.6596,-2.6858,2,2,2,0.477,2.0743,1.2501,0.8356,183.6,0,0
2406,0.061190,0.085400,0.082855,-2.7938,-2.5344,-2.5596,2,2,2,0.472,0.8295,1.2343,0.8702,181.6,0,0
2407,0.047650,0.078841,0.091622,-3.0439,-2.6165,-2.4614,2,2,2,0.486,0.6974,1.2781,0.8926,176.0,0,0
2408,0.039359,0.070947,0.088184,-3.2350,-2.7224,-2.5053,2,2,2,0.479,0.8003,1.3047,0.9027,165.7,0,0
2409,0.035715,0.060641,0.075937,-3.3322,-2.8785,-2.6596,2,2,2,0.483,3.0655,1.3152,0.8986,145.9,0,0
2410,0.030719,0.051972,0.085400,-3.4829,-3.0270,-2.5344,2,0,2,0.484,3.2808,1.2667,0.8840,123.2,0,0
2411,0.033977,0.048462,0.078841,-3.3821,-3.0931,-2.6165,2,0,2,0.464,0.7293,1.2618,0.8664,111.0,0,0
2412,0.059244,0.046994,0.070947,-2.8261,-3.1230,-2.7224,2,0,2,0.433,0.6709,1.2698,0.8489,105.9,0,0
2413,0.071197,0.041279,0.060641,-2.6423,-3.2498,-2.8785,2,0,2,0.378,2.3046,1.2264,0.8258,84.8,0,0
2414,0.095223,0.041185,0.051972,-2.3515,-3.2545,-3.0270,2,0,0,0.352,0.6234,1.2308,0.8050,199.3,0,0
2415,0.075045,0.042067,0.048462,-2.5897,-3.2372,-3.0931,2,0,0,0.386,0.6756,1.2484,0.7877,197.1,0,0
2416,0.099369,0.046951,0.046994,-2.3089,-3.1346,-3.1230,2,0,0,0.395,0.8770,1.3283,0.7787,182.7,0,0
2417,0.083802,0.068585,0.041279,-2.4793,-2.7559,-3.2498,2,2,0,0.458,1.6392,1.3337,0.7994,107.9,0,0
2418,0.078022,0.081786,0.041185,-2.5508,-2.5789,-3.2545,2,2,0,0.476,1.3314,1.2459,0.8355,84.4,0,0
2419,0.072876,0.112077,0.042067,-2.6190,-2.2538,-3.2372,2,3,0,0.465,1.2476,0.9975,0.9072,159.6,0,0
2420,0.076621,0.100379,0.046951,-2.5689,-2.3800,-3.1346,2,2,0,0.366,0.9362,1.1483,0.9554,173.3,0,0
2421,0.066035,0.088381,0.068585,-2.7176,-2.5125,-2.7559,2,2,2,0.334,0.8799,1.2713,0.9828,179.4,0,0
2422,0.063896,0.084192,0.081786,-2.7505,-2.5567,-2.5789,2,2,2,0.385,0.6673,1.3056,1.0018,175.9,0,0
2423,0.072644,0.076986,0.112077,-2.6222,-2.6452,-2.2538,2,2,3,0.523,0.7036,1.3446,1.0095,170.4,0,0
2424,0.083838,0.065141,0.100379,-2.4789,-2.8128,-2.3800,2,2,2,0.439,2.2034,1.3606,1.0013,156.5,0,0
2425,0.065918,0.083370,0.088381,-2.7193,-2.5588,-2.5125,2,2,2,0.415,1.1130,1.3337,1.0172,160.2,0,0
2426,0.061497,0.087660,0.084192,-2.7888,-2.5082,-2.5567,2,2,2,0.410,0.7778,1.2924,1.0367,153.0,0,0
2427,0.040463,0.074783,0.076986,-3.2074,-2.6737,-2.6452,2,2,2,0.378,1.8460,1.3233,1.0377,150.1,0,0
2428,0.029523,0.064574,0.065141,-3.5226,-2.8176,-2.8128,2,2,2,0.323,1.0315,1.3101,1.0257,140.4,0,0
2429,0.023834,0.056931,0.083370,-3.7367,-2.9384,-2.5588,2,1,2,0.360,0.9115,1.3246,1.0052,128.1,0,0
2430,0.021140,0.049152,0.087660,-3.8566,-3.0789,-2.5082,2,1,2,0.411,1.6515,1.2636,0.9770,111.5,0,0
2431,0.018880,0.042875,0.074783,-3.9696,-3.2087,-2.6737,2,0,2,0.369,2.0858,1.2160,0.9437,95.1,0,0
2432,0.019055,0.039275,0.064574,-3.9604,-3.2951,-2.8176,2,0,2,0.355,0.8165,1.1919,0.9091,194.9,0,0
2433,0.024024,0.036762,0.056931,-3.7287,-3.3567,-2.9384,2,0,1,0.327,0.6457,1.1477,0.8748,187.0,0,0
2434,0.028953,0.033752,0.049152,-3.5421,-3.4379,-3.0789,2,0,1,0.392,0.7840,1.0658,0.8401,173.5,0,0
2435,0.032937,0.031344,0.042875,-3.4132,-3.5083,-3.2087,2,0,0,0.400,0.7795,1.0497,0.8056,159.5,0,0
2436,0.031524,0.029604,0.039275,-3.4570,-3.5640,-3.2951,2,0,0,0.450,0.7218,1.0426,0.7724,147.4,0,0
2437,0.039943,0.031150,0.036762,-3.2203,-3.5187,-3.3567,2,0,0,0.459,0.7038,1.1011,0.7446,156.8,0,0
2438,0.041949,0.072954,0.033752,-3.1713,-2.6799,-3.4379,2,2,0,0.487,2.7227,1.1056,0.7765,62.1,0,0
2439,0.048013,0.080422,0.031344,-3.0363,-2.5905,-3.5083,2,2,0,0.493,0.6951,1.1350,0.8151,196.4,0,0
2440,0.048106,0.072232,0.029604,-3.0344,-2.7098,-3.5640,2,2,0,0.511,1.2187,1.2222,0.8387,195.0,0,0
2441,0.074028,0.064057,0.031150,-2.6033,-2.8329,-3.5187,2,2,0,0.453,1.1403,1.2766,0.8490,179.9,0,0
2442,0.086591,0.073250,0.072954,-2.4466,-2.6920,-2.6799,2,2,2,0.461,0.7781,1.2470,0.8705,186.4,0,0
2443,0.122824,0.079206,0.080422,-2.0970,-2.6124,-2.5905,2,2,2,0.464,0.7213,1.2331,0.8978,181.8,0,0
2444,0.112844,0.078347,0.072232,-2.1818,-2.6247,-2.7098,2,2,2,0.477,0.6664,1.2574,0.9209,176.5,0,0
2445,0.156741,0.084070,0.064057,-1.8532,-2.5506,-2.8329,2,2,2,0.452,0.7500,1.2355,0.9491,168.9,0,0
2446,0.174323,0.074268,0.073250,-1.7468,-2.6808,-2.6920,2,2,2,0.462,1.0100,1.3211,0.9614,164.0,0,0
2447,0.145596,0.135062,0.079206,-1.9269,-2.0618,-2.6124,2,3,2,0.465,2.0616,0.9357,1.0512,123.8,0,0
2448,0.150507,0.118970,0.078347,-1.8937,-2.2075,-2.6247,2,3,2,0.464,1.1862,1.0636,1.1093,133.1,0,0
2449,0.135927,0.135949,0.084070,-1.9956,-2.0665,-2.5506,2,3,2,0.473,1.0588,1.0093,1.1814,122.7,0,0
2450,0.108539,0.118542,0.074268,-2.2206,-2.2154,-2.6808,2,3,2,0.377,0.8887,1.1846,1.2227,129.5,0,0
2451,0.125156,0.120517,0.135062,-2.0782,-2.1934,-2.0618,2,3,3,0.547,0.8275,1.2259,1.2610,126.6,0,0
2452,0.149248,0.216337,0.118970,-1.9021,-1.5823,-2.2075,2,3,3,0.488,2.7132,0.7445,1.4083,74.1,0,0
2453,0.170276,0.216850,0.135949,-1.7703,-1.5894,-2.0665,2,3,3,0.561,0.6640,0.8733,1.5340,198.8,0,0
2454,0.235351,0.179996,0.118542,-1.4467,-1.7955,-2.2154,2,3,3,0.452,1.8483,1.0099,1.5994,197.2,0,0
2455,0.151334,0.167979,0.120517,-1.8883,-1.8608,-2.1934,2,3,3,0.405,0.6603,1.1236,1.6416,194.7,0,0
2456,0.119328,0.195789,0.216337,-2.1259,-1.6962,-1.5823,2,3,3,0.727,0.9467,0.9918,1.7067,196.4,0,0
