t,true_vol,est_vol_fast,est_vol_smooth,true_log_vol,est_log_vol_fast,est_log_vol_smooth,true_regime,est_regime_fast,est_regime_smooth,regime_confidence,surprise,entropy,vol_ratio,ess,detected,change_type
0,0.011750,0.012878,0.012878,-4.4439,-4.4129,-4.4129,0,0,0,0.261,0.6269,1.3845,1.0258,199.7,0,0
1,0.011124,0.013290,0.013290,-4.4986,-4.4016,-4.4016,0,0,0,0.297,1.9313,1.3628,1.0523,188.2,0,0
2,0.011713,0.012731,0.012731,-4.4470,-4.4536,-4.4536,0,0,0,0.386,2.2260,1.2736,1.0708,157.5,0,0
3,0.011783,0.012544,0.012544,-4.4411,-4.4667,-4.4667,0,0,0,0.436,0.9049,1.2267,1.0854,133.5,0,0
4,0.011221,0.013317,0.012878,-4.4900,-4.4034,-4.4129,0,0,0,0.261,0.7245,1.1938,1.1051,129.0,0,0
5,0.011524,0.012141,0.013290,-4.4633,-4.4880,-4.4016,0,0,0,0.297,2.7392,1.0546,1.1120,101.1,0,0
6,0.011644,0.011952,0.012731,-4.4530,-4.4970,-4.4536,0,0,0,0.386,0.8833,1.0349,1.1165,88.9,0,0
7,0.012522,0.011250,0.012544,-4.3803,-4.5511,-4.4667,0,0,0,0.436,1.1244,0.9413,1.1141,189.6,0,0
8,0.012081,0.014392,0.013317,-4.4161,-4.3151,-4.4034,0,0,0,0.425,1.0205,1.2062,1.1392,189.2,0,0
9,0.012748,0.016369,0.012141,-4.3624,-4.1915,-4.4880,0,1,0,0.519,0.7744,1.2216,1.1782,173.0,0,0
10,0.012918,0.015504,0.011952,-4.3491,-4.2421,-4.4970,0,0,0,0.551,0.7943,1.1239,1.2048,178.8,0,0
11,0.012981,0.019819,0.011250,-4.3443,-3.9971,-4.5511,0,1,0,0.614,1.1087,1.2065,1.2643,140.6,0,0
12,0.012339,0.019925,0.014392,-4.3950,-3.9949,-4.3151,0,1,0,0.407,0.6534,1.2472,1.3167,139.6,0,0
13,0.012837,0.021449,0.016369,-4.3554,-3.9212,-4.1915,0,1,1,0.385,0.7625,1.2374,1.3743,127.1,0,0
14,0.012212,0.020808,0.015504,-4.4053,-3.9490,-4.2421,0,1,0,0.426,0.6811,1.1775,1.4188,122.8,0,0
15,0.012466,0.019435,0.019819,-4.3847,-4.0116,-3.9971,0,1,1,0.460,0.8336,1.1297,1.4460,119.3,0,0
16,0.013247,0.020611,0.019925,-4.3240,-3.9494,-3.9949,0,1,1,0.429,0.7567,1.1306,1.4783,108.9,0,0
17,0.013627,0.020344,0.021449,-4.2957,-3.9603,-3.9212,0,1,1,0.454,0.6943,1.1466,1.5036,103.4,0,0
18,0.013298,0.018649,0.020808,-4.3201,-4.0448,-3.9490,0,0,1,0.475,1.6564,1.0666,1.5119,98.8,0,0
19,0.012775,0.021426,0.019435,-4.3602,-3.9136,-4.0116,0,1,1,0.427,0.8076,1.1803,1.5394,188.8,0,0
20,0.012708,0.020761,0.020611,-4.3655,-3.9420,-3.9494,0,1,1,0.475,0.6427,1.1391,1.5574,190.0,0,0
21,0.013016,0.018400,0.020344,-4.3416,-4.0507,-3.9603,0,0,1,0.411,5.5170,1.0210,1.5547,181.9,1,3
22,0.013201,0.017998,0.018649,-4.3274,-4.0716,-4.0448,0,0,0,0.467,0.6656,1.0112,1.5485,172.8,0,0
23,0.013771,0.017120,0.021426,-4.2852,-4.1194,-3.9136,0,0,1,0.435,0.8599,0.9699,1.5356,158.4,0,0
24,0.013717,0.016041,0.020761,-4.2891,-4.1826,-3.9420,0,0,1,0.428,1.5789,0.9441,1.5156,137.5,0,0
25,0.013321,0.015276,0.018400,-4.3184,-4.2301,-4.0507,0,0,0,0.521,1.0429,0.9009,1.4916,119.6,0,0
26,0.012459,0.021535,0.017998,-4.3853,-3.9085,-4.0716,0,1,0,0.542,1.1261,1.2839,1.5154,140.6,0,0
27,0.012402,0.019988,0.017120,-4.3899,-3.9946,-4.1194,0,0,0,0.562,7.0789,1.1812,1.5241,141.6,0,0
28,0.013689,0.018171,0.016041,-4.2912,-4.0793,-4.1826,0,0,0,0.616,1.2111,1.0909,1.5179,128.4,0,0
29,0.013025,0.017017,0.015276,-4.3409,-4.1358,-4.2301,0,0,0,0.661,0.9426,1.0213,1.5034,114.0,0,0
30,0.012477,0.015780,0.021535,-4.3838,-4.2027,-3.9085,0,0,1,0.372,1.4603,0.9512,1.4811,97.0,0,0
31,0.012835,0.014643,0.019988,-4.3556,-4.2700,-3.9946,0,0,0,0.443,2.7527,0.8626,1.4525,190.4,0,0
32,0.013398,0.015354,0.018171,-4.3126,-4.2268,-4.0793,0,0,0,0.510,0.6316,0.9446,1.4317,191.4,0,0
33,0.013445,0.014500,0.017017,-4.3092,-4.2804,-4.1358,0,0,0,0.550,1.4329,0.8941,1.4067,174.3,0,0
34,0.012777,0.013885,0.015780,-4.3601,-4.3203,-4.2027,0,0,0,0.619,0.9448,0.8405,1.3795,157.0,0,0
35,0.012824,0.015562,0.014643,-4.3564,-4.2172,-4.2700,0,0,0,0.673,0.7522,1.0658,1.3670,167.8,0,0
36,0.012210,0.014682,0.015354,-4.4055,-4.2719,-4.2268,0,0,0,0.649,1.3355,0.9563,1.3491,151.8,0,0
37,0.012565,0.013848,0.014500,-4.3769,-4.3252,-4.2804,0,0,0,0.676,1.8939,0.8986,1.3268,132.5,0,0
38,0.012532,0.017837,0.013885,-4.3794,-4.0958,-4.3203,0,0,0,0.698,1.0419,1.1598,1.3352,152.1,0,0
39,0.011107,0.016360,0.015562,-4.5002,-4.1778,-4.2172,0,0,0,0.564,1.7329,1.0463,1.3317,146.9,0,0
40,0.010867,0.015407,0.014682,-4.5220,-4.2324,-4.2719,0,0,0,0.622,0.9484,0.9657,1.3213,134.3,0,0
41,0.010699,0.015038,0.013848,-4.5376,-4.2533,-4.3252,0,0,0,0.661,0.7574,0.9543,1.3091,124.5,0,0
42,0.011361,0.013992,0.017837,-4.4775,-4.3169,-4.0958,0,0,0,0.460,1.4865,0.8136,1.2905,108.3,0,0
43,0.011184,0.013367,0.016360,-4.4933,-4.3582,-4.1778,0,0,0,0.569,1.3060,0.8491,1.2692,94.7,0,0
44,0.011991,0.012656,0.015407,-4.4236,-4.4064,-4.2324,0,0,0,0.621,1.8377,0.7741,1.2449,192.9,0,0
45,0.011296,0.012109,0.015038,-4.4833,-4.4485,-4.2533,0,0,0,0.628,4.0202,0.7194,1.2191,177.8,0,0
46,0.012345,0.011830,0.013992,-4.3945,-4.4715,-4.3169,0,0,0,0.701,0.9059,0.7179,1.1939,164.2,0,0
47,0.012680,0.011430,0.013367,-4.3678,-4.5036,-4.3582,0,0,0,0.698,1.8794,0.7132,1.1683,149.0,0,0
48,0.013579,0.014617,0.012656,-4.2992,-4.2853,-4.4064,0,0,0,0.734,1.2047,1.1055,1.1683,165.8,0,0
49,0.013582,0.013738,0.012109,-4.2990,-4.3433,-4.4485,0,0,0,0.761,4.5678,0.9656,1.1618,161.0,0,0
50,0.014734,0.014520,0.011830,-4.2176,-4.2945,-4.4715,0,0,0,0.771,0.6718,1.0051,1.1614,158.6,0,0
51,0.014009,0.013400,0.011430,-4.2681,-4.3666,-4.5036,0,0,0,0.763,1.6544,0.8145,1.1529,147.3,0,0
52,0.013429,0.012676,0.014617,-4.3103,-4.4137,-4.2853,0,0,0,0.517,0.9996,0.7583,1.1400,134.5,0,0
53,0.013911,0.019487,0.013738,-4.2751,-4.0261,-4.3433,0,0,0,0.637,1.3761,1.2881,1.1769,116.6,0,0
54,0.013452,0.018619,0.014520,-4.3086,-4.0699,-4.2945,0,0,0,0.628,0.7356,1.2112,1.2031,122.8,0,0
55,0.013289,0.018141,0.013400,-4.3208,-4.0901,-4.3666,0,0,0,0.727,0.6958,1.1249,1.2226,121.1,0,0
56,0.012280,0.016409,0.012676,-4.3998,-4.1792,-4.4137,0,0,0,0.732,1.4204,1.0383,1.2274,126.6,0,0
57,0.013010,0.014846,0.019487,-4.3420,-4.2673,-4.0261,0,0,0,0.383,1.9918,0.8733,1.2204,123.8,0,0
58,0.011148,0.014012,0.018619,-4.4965,-4.3168,-4.0699,0,0,0,0.413,0.9726,0.8300,1.2082,116.4,0,0
59,0.012197,0.013111,0.018141,-4.4066,-4.3739,-4.0901,0,0,0,0.467,2.5223,0.7701,1.1909,105.9,0,0
60,0.012024,0.013233,0.016409,-4.4208,-4.3646,-4.1792,0,0,0,0.556,0.7263,0.8521,1.1760,102.1,0,0
61,0.011350,0.012851,0.014846,-4.4785,-4.3923,-4.2673,0,0,0,0.649,1.3046,0.8762,1.1600,93.2,0,0
62,0.011295,0.012744,0.014012,-4.4834,-4.4012,-4.3168,0,0,0,0.670,0.6226,0.8426,1.1448,197.1,0,0
63,0.010968,0.012733,0.013111,-4.5128,-4.4035,-4.3739,0,0,0,0.702,0.6051,0.8437,1.1310,191.2,0,0
64,0.011735,0.012643,0.013233,-4.4452,-4.4117,-4.3646,0,0,0,0.658,0.6868,0.8802,1.1180,181.3,0,0
65,0.011576,0.012332,0.012851,-4.4588,-4.4350,-4.3923,0,0,0,0.670,0.8328,0.8193,1.1041,167.8,0,0
66,0.010986,0.011991,0.012744,-4.5111,-4.4615,-4.4012,0,0,0,0.666,1.7631,0.8843,1.0892,150.2,0,0
67,0.011599,0.011834,0.012733,-4.4569,-4.4767,-4.4035,0,0,0,0.677,0.8980,0.8370,1.0747,136.0,0,0
68,0.010684,0.011588,0.012643,-4.5390,-4.4969,-4.4117,0,0,0,0.667,0.8916,0.7920,1.0599,122.8,0,0
69,0.010994,0.012090,0.012332,-4.5104,-4.4604,-4.4350,0,0,0,0.702,0.6515,0.8362,1.0503,122.3,0,0
70,0.010674,0.011472,0.011991,-4.5400,-4.5066,-4.4615,0,0,0,0.678,1.9636,0.7334,1.0372,107.1,0,0
71,0.011828,0.013577,0.011834,-4.4373,-4.3561,-4.4767,0,0,0,0.701,0.8499,1.0335,1.0405,120.6,0,0
72,0.013117,0.013293,0.011588,-4.3339,-4.3769,-4.4969,0,0,0,0.714,0.7994,0.9513,1.0414,114.8,0,0
73,0.013690,0.015613,0.012090,-4.2911,-4.2319,-4.4604,0,0,0,0.705,0.8136,1.1264,1.0586,114.7,0,0
74,0.013532,0.014560,0.011472,-4.3027,-4.2955,-4.5066,0,0,0,0.726,1.2275,1.0523,1.0664,113.4,0,0
75,0.013464,0.014070,0.013577,-4.3078,-4.3247,-4.3561,0,0,0,0.583,0.8574,1.0146,1.0697,107.1,0,0
76,0.012618,0.014321,0.013293,-4.3726,-4.3090,-4.3769,0,0,0,0.638,0.7245,1.0296,1.0744,103.1,0,0
77,0.013216,0.016772,0.015613,-4.3263,-4.1646,-4.2319,0,0,0,0.491,0.7789,1.2245,1.0956,101.9,0,0
78,0.012772,0.017027,0.014560,-4.3605,-4.1497,-4.2955,0,1,0,0.548,0.7234,1.1329,1.1161,98.4,0,0
79,0.012299,0.016389,0.014070,-4.3982,-4.1848,-4.3247,0,0,0,0.559,0.7578,1.1122,1.1296,191.0,0,0
80,0.012398,0.016036,0.014321,-4.3902,-4.2001,-4.3090,0,0,0,0.569,0.6765,1.0852,1.1390,178.2,0,0
81,0.013245,0.014825,0.016772,-4.3241,-4.2695,-4.1646,0,0,0,0.410,1.5706,0.9973,1.1388,151.3,0,0
82,0.012647,0.014942,0.017027,-4.3703,-4.2607,-4.1497,0,0,1,0.423,0.6647,0.9803,1.1393,144.6,0,0
83,0.012692,0.013971,0.016389,-4.3668,-4.3212,-4.1848,0,0,0,0.428,2.0113,0.9414,1.1329,120.1,0,0
84,0.012747,0.014713,0.016036,-4.3625,-4.2720,-4.2001,0,0,0,0.429,0.6679,1.0343,1.1322,121.3,0,0
85,0.012860,0.013891,0.014825,-4.3537,-4.3261,-4.2695,0,0,0,0.535,1.6146,0.9418,1.1257,102.5,0,0
86,0.013411,0.013172,0.014942,-4.3117,-4.3745,-4.2607,0,0,0,0.545,1.6316,0.8851,1.1149,86.2,0,0
87,0.013722,0.012515,0.013971,-4.2887,-4.4234,-4.3212,0,0,0,0.588,1.6574,0.7990,1.1006,191.5,0,0
88,0.013840,0.013827,0.014713,-4.2802,-4.3324,-4.2720,0,0,0,0.515,0.7660,0.9685,1.0968,196.0,0,0
89,0.014344,0.014351,0.013891,-4.2444,-4.2981,-4.3261,0,0,0,0.595,0.6083,1.0206,1.0970,193.5,0,0
90,0.014116,0.013494,0.013172,-4.2604,-4.3545,-4.3745,0,0,0,0.646,2.3572,0.9409,1.0911,181.0,0,0
91,0.014249,0.015645,0.012515,-4.2511,-4.2198,-4.4234,0,0,0,0.712,0.8276,1.1258,1.1005,185.3,0,0
92,0.015235,0.014782,0.013827,-4.1842,-4.2747,-4.3324,0,0,0,0.596,0.9526,1.0052,1.1029,177.0,0,0
93,0.016041,0.017277,0.014351,-4.1326,-4.1314,-4.2981,0,0,0,0.531,0.8529,1.1565,1.1219,173.2,0,0
94,0.014903,0.023221,0.013494,-4.2062,-3.8463,-4.3545,0,1,0,0.602,1.1769,1.2921,1.1787,129.0,0,0
95,0.013798,0.020892,0.015645,-4.2832,-3.9492,-4.2198,0,1,0,0.474,4.6865,1.1944,1.2127,140.5,0,0
96,0.013627,0.023487,0.014782,-4.2957,-3.8313,-4.2747,0,1,0,0.574,0.8588,1.2661,1.2594,121.1,0,0
97,0.013449,0.023166,0.017277,-4.3089,-3.8450,-4.1314,0,1,0,0.455,0.6812,1.2513,1.2979,115.7,0,0
98,0.013349,0.021193,0.023221,-4.3163,-3.9300,-3.8463,0,0,1,0.411,1.0342,1.1782,1.3184,113.5,0,0
99,0.013137,0.019350,0.020892,-4.3323,-4.0166,-3.9492,0,0,1,0.438,1.1098,1.0927,1.3243,110.1,0,0
100,0.014124,0.017402,0.023487,-4.2599,-4.1141,-3.8313,0,0,1,0.416,2.1497,0.9699,1.3165,105.1,0,0
101,0.014557,0.017621,0.023166,-4.2297,-4.0997,-3.8450,0,0,1,0.407,0.7066,0.9824,1.3106,99.2,0,0
102,0.013517,0.018232,0.021193,-4.3038,-4.0726,-3.9300,0,0,0,0.399,0.6157,1.0572,1.3089,198.2,0,0
103,0.012919,0.016974,0.019350,-4.3491,-4.1361,-4.0166,0,0,0,0.546,0.7888,0.9400,1.2990,189.0,0,0
104,0.012744,0.015632,0.017402,-4.3627,-4.2094,-4.1141,0,0,0,0.605,1.3374,0.8544,1.2814,169.7,0,0
105,0.011986,0.014724,0.017621,-4.4241,-4.2643,-4.0997,0,0,0,0.578,1.2703,0.8531,1.2596,148.7,0,0
106,0.012949,0.014545,0.018232,-4.3467,-4.2757,-4.0726,0,0,0,0.552,0.7098,0.9064,1.2388,137.7,0,0
107,0.012970,0.013806,0.016974,-4.3451,-4.3244,-4.1361,0,0,0,0.626,1.6014,0.8463,1.2153,118.9,0,0
108,0.013334,0.013115,0.015632,-4.3174,-4.3710,-4.2094,0,0,0,0.679,1.4495,0.7405,1.1897,103.5,0,0
109,0.012527,0.012604,0.014724,-4.3799,-4.4074,-4.2643,0,0,0,0.699,2.1403,0.7918,1.1634,90.4,0,0
110,0.012967,0.013035,0.014545,-4.3453,-4.3840,-4.2757,0,0,0,0.660,0.5752,0.8411,1.1426,197.7,0,0
111,0.013504,0.012483,0.013806,-4.3047,-4.4218,-4.3244,0,0,0,0.692,1.4987,0.8218,1.1204,186.7,0,0
112,0.012064,0.012217,0.013115,-4.4175,-4.4420,-4.3710,0,0,0,0.739,0.7770,0.7761,1.0986,175.3,0,0
113,0.011776,0.011751,0.012604,-4.4417,-4.4786,-4.4074,0,0,0,0.715,3.9527,0.7704,1.0761,158.4,0,0
114,0.011931,0.013035,0.013035,-4.4286,-4.3862,-4.3840,0,0,0,0.687,0.7784,0.9166,1.0643,168.1,0,0
115,0.012554,0.012621,0.012483,-4.3777,-4.4160,-4.4218,0,0,0,0.715,0.8586,0.8371,1.0510,156.2,0,0
116,0.013008,0.012151,0.012217,-4.3422,-4.4509,-4.4420,0,0,0,0.734,1.1064,0.7830,1.0360,141.7,0,0
117,0.012818,0.011320,0.011751,-4.3569,-4.5138,-4.4786,0,0,0,0.732,6.2250,0.6387,1.0171,121.6,1,3
118,0.011634,0.011171,0.013035,-4.4538,-4.5261,-4.3862,0,0,0,0.654,0.9361,0.7197,0.9992,112.2,0,0
119,0.010936,0.010903,0.012621,-4.5157,-4.5499,-4.4160,0,0,0,0.687,1.4732,0.6824,0.9815,101.9,0,0
120,0.010961,0.011303,0.012151,-4.5134,-4.5196,-4.4509,0,0,0,0.736,0.6891,0.8020,0.9682,99.5,0,0
121,0.010288,0.011244,0.011320,-4.5767,-4.5287,-4.5138,0,0,0,0.798,0.7738,0.8052,0.9560,194.9,0,0
122,0.009312,0.011095,0.011171,-4.6764,-4.5411,-4.5261,0,0,0,0.763,0.7030,0.7778,0.9442,185.1,0,0
123,0.008925,0.010798,0.010903,-4.7189,-4.5656,-4.5499,0,0,0,0.789,1.2870,0.7766,0.9316,170.2,0,0
124,0.009492,0.010727,0.011303,-4.6574,-4.5716,-4.5196,0,0,0,0.748,0.7176,0.7361,0.9200,159.8,0,0
125,0.009869,0.010422,0.011244,-4.6184,-4.5985,-4.5287,0,0,0,0.744,2.4841,0.7212,0.9075,144.9,0,0
126,0.010008,0.010664,0.011095,-4.6044,-4.5797,-4.5411,0,0,0,0.738,0.6719,0.7905,0.8981,138.5,0,0
127,0.010369,0.010452,0.010798,-4.5689,-4.5997,-4.5656,0,0,0,0.745,1.6035,0.8112,0.8884,124.8,0,0
128,0.010145,0.010162,0.010727,-4.5908,-4.6265,-4.5716,0,0,0,0.760,3.6544,0.7351,0.8777,111.3,0,0
129,0.010553,0.009965,0.010422,-4.5514,-4.6441,-4.5985,0,0,0,0.775,0.9785,0.6248,0.8669,102.3,0,0
130,0.011061,0.009682,0.010664,-4.5043,-4.6688,-4.5797,0,0,0,0.749,3.4367,0.6272,0.8554,93.1,0,0
131,0.011192,0.009570,0.010452,-4.4925,-4.6759,-4.5997,0,0,0,0.739,0.6980,0.6198,0.8444,197.6,0,0
132,0.011972,0.011803,0.010162,-4.4252,-4.4857,-4.6265,0,0,0,0.768,1.3437,1.0208,0.8502,182.6,0,0
133,0.011890,0.011868,0.009965,-4.4320,-4.4852,-4.6441,0,0,0,0.809,0.5888,0.9502,0.8559,192.2,0,0
134,0.012453,0.011771,0.009682,-4.3858,-4.4924,-4.6688,0,0,0,0.812,0.6039,0.8978,0.8605,194.7,0,0
135,0.012252,0.012480,0.009570,-4.4021,-4.4387,-4.6759,0,0,0,0.802,0.6424,0.9774,0.8696,190.9,0,0
136,0.011605,0.012000,0.011803,-4.4563,-4.4726,-4.4857,0,0,0,0.596,0.8797,0.9142,0.8745,187.8,0,0
137,0.012011,0.011457,0.011868,-4.4220,-4.5143,-4.4852,0,0,0,0.633,1.1832,0.8299,0.8753,174.9,0,0
138,0.012233,0.011856,0.011771,-4.4036,-4.4831,-4.4924,0,0,0,0.632,0.6212,0.9368,0.8788,170.4,0,0
139,0.011884,0.011386,0.012480,-4.4325,-4.5195,-4.4387,0,0,0,0.566,1.2028,0.8451,0.8789,153.5,0,0
140,0.011171,0.011149,0.012000,-4.4945,-4.5393,-4.4726,0,0,0,0.602,0.8985,0.8245,0.8773,138.7,0,0
141,0.010168,0.010725,0.011457,-4.5885,-4.5746,-4.5143,0,0,0,0.671,3.8930,0.7817,0.8731,121.2,0,0
142,0.008969,0.010396,0.011856,-4.7139,-4.6026,-4.4831,0,0,0,0.627,1.2800,0.7010,0.8671,108.1,0,0
143,0.008776,0.010835,0.011386,-4.7357,-4.5662,-4.5195,0,0,0,0.677,0.6739,0.8144,0.8650,106.3,0,0
144,0.008988,0.010417,0.011149,-4.7118,-4.6017,-4.5393,0,0,0,0.701,1.8187,0.7218,0.8602,94.5,0,0
145,0.009462,0.010638,0.010725,-4.6605,-4.5829,-4.5746,0,0,0,0.734,0.5720,0.7476,0.8576,199.1,0,0
146,0.009854,0.011204,0.010396,-4.6198,-4.5340,-4.6026,0,0,0,0.771,0.6331,0.8354,0.8594,197.7,0,0
147,0.009778,0.012067,0.010835,-4.6277,-4.4653,-4.5662,0,0,0,0.721,0.6770,0.9610,0.8672,194.4,0,0
148,0.010433,0.013630,0.010417,-4.5628,-4.3544,-4.6017,0,0,0,0.753,0.7873,1.1074,0.8854,182.7,0,0
149,0.010364,0.012773,0.010638,-4.5694,-4.4151,-4.5829,0,0,0,0.740,3.3982,0.9611,0.8956,189.3,0,0
150,0.011088,0.015057,0.011204,-4.5019,-4.2644,-4.5340,0,0,0,0.693,0.9117,1.1373,0.9208,172.6,0,0
151,0.011183,0.014604,0.012067,-4.4934,-4.2951,-4.4653,0,0,0,0.613,0.6943,1.0773,0.9402,176.0,0,0
152,0.010271,0.013419,0.013630,-4.5785,-4.3712,-4.3544,0,0,0,0.508,3.3552,0.9383,0.9492,171.6,0,0
153,0.010834,0.012939,0.012773,-4.5251,-4.4025,-4.4151,0,0,0,0.599,0.7661,0.9133,0.9539,161.4,0,0
154,0.010289,0.012658,0.015057,-4.5767,-4.4217,-4.2644,0,0,0,0.450,0.7598,0.9112,0.9562,150.1,0,0
155,0.009548,0.013104,0.014604,-4.6515,-4.3905,-4.2951,0,0,0,0.521,0.6733,1.0326,0.9614,144.5,0,0
156,0.009615,0.012813,0.013419,-4.6445,-4.4117,-4.3712,0,0,0,0.615,0.8554,0.9817,0.9641,132.1,0,0
157,0.008986,0.011918,0.012939,-4.7121,-4.4738,-4.4025,0,0,0,0.624,5.8071,0.9032,0.9602,111.3,1,3
158,0.009277,0.011719,0.012658,-4.6802,-4.4904,-4.4217,0,0,0,0.646,0.9216,0.8372,0.9555,100.5,0,0
159,0.009010,0.011197,0.013104,-4.7094,-4.5321,-4.3905,0,0,0,0.579,1.7275,0.7017,0.9476,87.7,0,0
160,0.009672,0.013590,0.012813,-4.6385,-4.3621,-4.4117,0,0,0,0.597,1.0487,1.0730,0.9573,183.7,0,0
161,0.010486,0.012926,0.011918,-4.5577,-4.4072,-4.4738,0,0,0,0.672,0.8751,0.9804,0.9614,195.6,0,0
162,0.010591,0.012176,0.011719,-4.5478,-4.4584,-4.4904,0,0,0,0.704,1.3468,0.8778,0.9599,189.5,0,0
163,0.010710,0.012592,0.011197,-4.5366,-4.4267,-4.5321,0,0,0,0.783,0.6171,0.9273,0.9615,185.7,0,0
164,0.010470,0.012321,0.013590,-4.5593,-4.4443,-4.3621,0,0,0,0.568,0.8334,0.9656,0.9610,173.8,0,0
165,0.010892,0.011885,0.012926,-4.5197,-4.4761,-4.4072,0,0,0,0.619,1.1455,0.8816,0.9576,157.5,0,0
166,0.011514,0.011694,0.012176,-4.4642,-4.4907,-4.4584,0,0,0,0.671,0.8327,0.8632,0.9532,143.9,0,0
167,0.011533,0.011241,0.012592,-4.4625,-4.5263,-4.4267,0,0,0,0.641,1.2949,0.7423,0.9462,127.5,0,0
168,0.011757,0.012049,0.012321,-4.4433,-4.4651,-4.4443,0,0,0,0.628,0.6789,0.8807,0.9456,130.7,0,0
169,0.012523,0.011459,0.011885,-4.3802,-4.5125,-4.4761,0,0,0,0.671,1.8391,0.7478,0.9410,114.5,0,0
170,0.012497,0.011026,0.011694,-4.3822,-4.5460,-4.4907,0,0,0,0.673,1.3240,0.7164,0.9339,101.7,0,0
171,0.013047,0.010727,0.011241,-4.3392,-4.5709,-4.5263,0,0,0,0.736,4.9624,0.6986,0.9255,91.1,0,0
172,0.012996,0.013423,0.012049,-4.3431,-4.3724,-4.4651,0,0,0,0.690,1.2514,1.1057,0.9372,172.4,0,0
173,0.013985,0.016308,0.011459,-4.2697,-4.2025,-4.5125,0,0,0,0.757,0.9590,1.2859,0.9679,138.3,0,0
174,0.015036,0.014824,0.011026,-4.1973,-4.2947,-4.5460,0,0,0,0.763,1.6028,1.1353,0.9848,173.9,0,0
175,0.015633,0.014084,0.010727,-4.1584,-4.3362,-4.5709,0,0,0,0.797,0.6687,1.0568,0.9946,180.0,0,0
176,0.014532,0.013774,0.013423,-4.2314,-4.3496,-4.3724,0,0,0,0.585,0.6298,1.0145,1.0012,176.6,0,0
177,0.013301,0.016681,0.016308,-4.3199,-4.1692,-4.2025,0,1,0,0.425,0.9831,1.1599,1.0273,154.3,0,0
178,0.013703,0.015572,0.014824,-4.2902,-4.2327,-4.2947,0,0,0,0.513,0.9943,1.0985,1.0427,160.1,0,0
179,0.014296,0.016240,0.014084,-4.2477,-4.1912,-4.3362,0,0,0,0.524,0.6721,1.1452,1.0609,152.6,0,0
180,0.013476,0.017092,0.013774,-4.3069,-4.1406,-4.3496,0,0,0,0.529,0.6983,1.1399,1.0828,143.0,0,0
181,0.013661,0.016238,0.016681,-4.2932,-4.1879,-4.1692,0,0,1,0.446,0.8558,1.0981,1.0963,141.4,0,0
182,0.012439,0.015146,0.015572,-4.3870,-4.2538,-4.2327,0,0,0,0.463,1.2306,1.0406,1.1007,134.0,0,0
183,0.013031,0.014060,0.016240,-4.3404,-4.3226,-4.1912,0,0,0,0.430,1.6063,0.9591,1.0972,119.7,0,0
184,0.012707,0.018064,0.017092,-4.3656,-4.0888,-4.1406,0,0,0,0.416,0.9592,1.1937,1.1210,123.8,0,0
185,0.011903,0.021954,0.016238,-4.4310,-3.9008,-4.1879,0,1,0,0.480,0.8918,1.2742,1.1679,106.6,0,0
186,0.012068,0.020617,0.015146,-4.4172,-3.9652,-4.2538,0,1,0,0.543,0.9040,1.2094,1.2001,107.2,0,0
187,0.010809,0.019443,0.014060,-4.5274,-4.0195,-4.3226,0,0,0,0.618,0.8497,1.1674,1.2204,103.0,0,0
188,0.010803,0.017889,0.018064,-4.5279,-4.0944,-4.0888,0,0,0,0.424,1.0365,1.0552,1.2279,97.1,0,0
189,0.009845,0.017278,0.021954,-4.6208,-4.1268,-3.9008,0,0,1,0.416,0.6701,1.0745,1.2302,194.5,0,0
190,0.009774,0.015907,0.020617,-4.6280,-4.2019,-3.9652,0,0,1,0.436,1.1940,0.9815,1.2231,173.0,0,0
191,0.010230,0.014713,0.019443,-4.5824,-4.2714,-4.0195,0,0,0,0.416,1.7718,0.9319,1.2088,145.2,0,0
192,0.010085,0.014684,0.017889,-4.5967,-4.2712,-4.0944,0,0,0,0.471,0.6701,0.9551,1.1956,136.1,0,0
193,0.009748,0.013945,0.017278,-4.6307,-4.3191,-4.1268,0,0,0,0.475,1.2752,0.9069,1.1788,115.2,0,0
194,0.010193,0.013628,0.015907,-4.5860,-4.3405,-4.2019,0,0,0,0.557,0.8106,0.8694,1.1616,103.3,0,0
195,0.009874,0.012996,0.014713,-4.6179,-4.3831,-4.2714,0,0,0,0.602,1.6162,0.8452,1.1420,88.0,0,0
196,0.009933,0.012647,0.014684,-4.6119,-4.4101,-4.2712,0,0,0,0.571,0.9078,0.8074,1.1221,194.3,0,0
197,0.009471,0.012382,0.013945,-4.6595,-4.4301,-4.3191,0,0,0,0.635,0.9144,0.8670,1.1025,182.2,0,0
198,0.009457,0.012262,0.013628,-4.6610,-4.4421,-4.3405,0,0,0,0.644,0.7459,0.8400,1.0841,169.4,0,0
199,0.010045,0.014822,0.012996,-4.6007,-4.2740,-4.3831,0,0,0,0.654,0.9782,1.0794,1.0845,184.6,0,0
200,0.010799,0.016626,0.012647,-4.5283,-4.1721,-4.4101,0,0,0,0.686,0.7426,1.2005,1.0967,178.1,0,0
201,0.010411,0.015358,0.012382,-4.5649,-4.2447,-4.4301,0,0,0,0.677,1.4041,1.0945,1.0991,176.0,0,0
202,0.010938,0.014168,0.012262,-4.5155,-4.3143,-4.4421,0,0,0,0.695,2.3935,0.9959,1.0933,160.2,0,0
203,0.010859,0.013649,0.014822,-4.5227,-4.3453,-4.2740,0,0,0,0.529,0.8409,0.9415,1.0846,146.0,0,0
